PersonalID,FirstName,MiddleName,LastName,NameSuffix,NameDataQuality,SSN,SSNDataQuality,DOB,DOBDataQuality,Sex,AmIndAKNative,Asian,BlackAfAmerican,HispanicLatinao,MidEastNAfrican,NativeHIPacific,White,RaceNone,AdditionalRaceEthnicity,VeteranStatus,YearEnteredService,YearSeparated,WorldWarII,KoreanWar,VietnamWar,DesertStorm,AfghanistanOEF,IraqOIF,IraqOND,OtherTheater,MilitaryBranch,DischargeStatus,DateCreated,DateUpdated,UserID,DateDeleted,ExportID
"C11319","Greens",,"Banner",,99,"615018094",1,1991-12-21,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2011-10-10 20:34:43,2018-08-03 06:09:08,"NXS116U",,"LSAv8TestJul271308"
"C11322","Farm",,"Polycotyl",,1,"831825618",1,1990-07-18,1,,0,0,1,0,0,0,0,,,0,,,,,,,,,,,,,2011-11-13 09:57:28,2024-01-20 10:49:55,"NXS106U",,"LSAv8TestJul271308"
"C11325","Celtuce",,"Paramount",,1,"703596770",1,1974-02-02,1,,1,0,0,0,1,0,0,,,0,,,,,,,,,,,,,2011-12-03 11:18:55,2025-06-05 13:29:55,"NXS106U",,"LSAv8TestJul271308"
"C11328","Architecture",,"Lichen",,1,"149580839",1,1979-12-05,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2011-12-09 11:36:15,2021-03-15 06:42:27,"NXS109U",,"LSAv8TestJul271308"
"C11331","Unmatched",,"Recognition",,1,"460753748",1,1999-02-13,1,,0,0,1,0,0,0,0,,,0,,,,,,,,,,,,,2012-02-12 14:16:20,2026-06-21 11:08:23,"NXS102U",,"LSAv8TestJul271308"
"C11334","Framing",,"Barnstorm",,1,,9,1964-02-13,1,,0,1,1,0,0,0,0,,,0,,,,,,,,,,,,,2012-02-17 11:47:15,2025-09-03 04:43:57,"NBN105U",,"LSAv8TestJul271308"
"C11337","Dip",,"Trick",,1,"276820408",1,1954-03-20,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2012-02-18 13:03:35,2024-02-11 15:10:12,"NXS106U",,"LSAv8TestJul271308"
"C11340","Sacking",,"Doorframe",,1,"679356321",1,1974-11-11,1,,0,0,0,1,0,0,1,,,0,,,,,,,,,,,,,2012-03-12 23:08:17,2023-11-10 16:44:47,"NBN105U",,"LSAv8TestJul271308"
"C11343","Entwinement",,"Patch",,1,"499369752",1,1986-09-15,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2012-03-17 14:43:16,2025-01-20 10:30:40,"NXS106U",,"LSAv8TestJul271308"
"C11346","Emblazonry",,"Pea",,99,"616560593",1,1964-04-18,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2012-05-01 17:06:36,2018-08-03 06:09:08,"NXS108U",,"LSAv8TestJul271308"
"C11349","Ruddle",,"Matter",,1,"184076314",1,1966-05-29,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2012-05-13 15:15:12,2026-02-21 14:22:28,"NXS102U",,"LSAv8TestJul271308"
"C11352","Olive",,"Listless",,1,"412732223",1,2009-04-02,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2012-05-13 15:19:28,2026-02-21 14:22:56,"NXS102U",,"LSAv8TestJul271308"
"C11355","Seeming",,"Appear",,1,"293983494",1,1959-08-03,1,,0,0,1,0,0,0,0,,,0,,,,,,,,,,,,,2012-05-18 07:37:29,2022-09-02 13:22:47,"NXS106U",,"LSAv8TestJul271308"
"C11358","Debilitated",,"Saturation",,1,"137112178",1,1955-05-10,1,,1,0,0,0,0,0,0,,,1,,,,,,,,,,,,,2012-05-22 11:05:27,2021-11-25 15:40:04,"OPH115U",,"LSAv8TestJul271308"
"C11361","Decoration",,"Apricot",,1,"292313831",1,1966-06-02,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2012-06-03 12:43:32,2023-04-29 15:38:42,"NXS106U",,"LSAv8TestJul271308"
"C11364","Mount",,"Glaucous",,99,"787168681",1,2005-09-06,1,,0,0,0,0,0,0,1,,,99,,,,,,,,,,,,,2012-06-04 17:05:40,2013-04-04 17:31:05,"TRN117U",,"LSAv8TestJul271308"
"C11367","Motif",,"Droopy",,99,"634934846",1,1992-04-07,1,,0,0,1,0,0,0,0,,,0,,,,,,,,,,,,,2012-06-17 14:37:41,2018-08-03 06:09:08,"NXS102U",,"LSAv8TestJul271308"
"C11370","Import",,"Tinge",,1,"734416964",1,1963-11-21,1,,0,1,0,1,0,0,0,,,1,,,,,,,,,,,,,2012-07-03 16:54:57,2021-03-04 16:14:56,"NXS106U",,"LSAv8TestJul271308"
"C11373","Wampum",,"Indigo",,1,"309678720",1,1987-02-09,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2012-07-03 21:45:15,2019-05-20 21:04:38,"NXS111U",,"LSAv8TestJul271308"
"C11376","Preparation",,"Persuade",,1,"561582979",1,1976-12-16,1,,0,0,1,0,0,0,0,,,0,,,,,,,,,,,,,2012-07-17 20:55:02,2023-08-07 10:01:34,"RRH143U",,"LSAv8TestJul271308"
"C11379","Cream",,"Find",,99,"594030769",1,2005-08-14,99,,0,0,1,1,0,0,0,,,0,,,,,,,,,,,,,2012-07-27 16:28:42,2018-08-03 06:09:08,"NXS102U",,"LSAv8TestJul271308"
"C11382","Galaxy",,"Toadstool",,1,"463339877",1,1975-07-03,1,,0,0,1,0,0,0,0,,,0,,,,,,,,,,,,,2012-07-29 21:04:07,2021-01-16 10:26:14,"NXS116U",,"LSAv8TestJul271308"
"C11385","Houseboat",,"Primer",,99,"284688839",1,1982-02-23,1,,0,0,1,0,0,0,0,,,0,,,,,,,,,,,,,2012-07-30 16:08:17,2018-08-03 06:09:08,"NXS113U",,"LSAv8TestJul271308"
"C11388","Rectory",,"Lame",,1,"551552146",1,1970-07-16,1,,0,1,0,0,1,0,0,,,0,,,,,,,,,,,,,2012-07-30 16:36:29,2023-09-15 15:13:10,"NXS113U",,"LSAv8TestJul271308"
"C11391","Technique",,"Horseradish",,1,"484841842",1,1965-04-24,1,,0,0,1,0,0,0,0,,,0,,,,,,,,,,,,,2012-09-04 16:59:53,2023-09-22 09:18:28,"NXS113U",,"LSAv8TestJul271308"
"C11394","Ostentation",,"Rosemary",,1,"239481685",1,1963-12-07,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2012-09-04 19:40:03,2023-10-06 13:09:59,"NXS116U",,"LSAv8TestJul271308"
"C11397","Incarnadine",,"Pepper",,99,"162268980",1,1967-10-09,1,,0,0,1,0,0,0,0,,,0,,,,,,,,,,,,,2012-09-09 12:54:41,2018-08-03 06:09:08,"NXS147U",,"LSAv8TestJul271308"
"C11400","Ornament",,"Velure",,99,"584988873",1,1976-03-12,1,,0,0,1,0,0,0,1,,,1,,,,,,,,,,,,,2012-09-11 11:38:11,2018-08-03 06:09:08,"NXS147U",,"LSAv8TestJul271308"
"C11403","Contemplative",,"Rust",,1,"728832195",1,1993-07-03,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2012-09-21 22:56:56,2021-01-25 17:35:55,"RRH161U",,"LSAv8TestJul271308"
"C11406","Demeanor",,"Switch",,1,"200358444",1,1969-06-05,1,,0,0,1,0,0,0,0,,,0,,,,,,,,,,,,,2012-09-25 10:44:40,2026-05-10 14:17:31,"NXS113U",,"LSAv8TestJul271308"
"C11409","Rubor",,"Rust",,1,"529554998",1,1961-09-19,1,,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,2012-09-29 09:15:03,2024-09-07 15:34:23,"TRN118U",,"LSAv8TestJul271308"
"C11412","Breastpin",,"Thinner",,1,"827988116",1,1978-01-16,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2012-10-05 22:50:07,2025-12-06 10:44:18,"NXS113U",,"LSAv8TestJul271308"
"C11415","Rhizoid",,"Perthophyte",,1,"503844267",1,1994-10-14,1,,0,0,1,1,0,0,0,,,0,,,,,,,,,,,,,2012-10-08 15:01:21,2024-08-05 16:13:14,"NXS106U",,"LSAv8TestJul271308"
"C11418","Predominant",,"Realgar",,1,"856118127",1,1962-11-25,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2012-10-10 21:32:10,2021-07-19 14:56:48,"NXS111U",,"LSAv8TestJul271308"
"C11421","Superstar",,"Cretonne",,1,"171842509",1,1970-11-16,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2012-10-10 21:34:45,2024-05-29 11:46:44,"NXS111U",,"LSAv8TestJul271308"
"C11424","Polycot",,"Muslin",,1,"539345423",1,1965-08-06,1,,0,0,1,0,0,0,1,,,0,,,,,,,,,,,,,2012-10-12 10:50:30,2021-03-04 15:33:08,"NXS106U",,"LSAv8TestJul271308"
"C11427","Lisle",,"Motionless",,1,"367743371",1,1974-05-13,1,,0,0,1,0,0,0,0,,,0,,,,,,,,,,,,,2012-10-14 10:16:32,2025-08-07 12:43:27,"NXS113U",,"LSAv8TestJul271308"
"C11430","Weftage",,"Reseda",,1,"844888327",1,1984-03-20,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2012-10-23 20:45:56,2023-08-07 10:01:58,"NXS111U",,"LSAv8TestJul271308"
"C11433","Heavy",,"Nainsook",,1,"743759203",1,1965-03-07,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2012-11-04 11:34:28,2025-12-06 10:44:40,"NXS113U",,"LSAv8TestJul271308"
"C11436","Stockinette",,"Redecorate",,1,"280069755",1,1989-03-14,1,,0,0,1,0,0,0,0,,,0,,,,,,,,,,,,,2012-11-19 11:27:18,2024-04-19 11:55:06,"NXS113U",,"LSAv8TestJul271308"
"C11439","Tiara",,"Embellishment",,1,"813594298",1,1954-10-10,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2012-11-30 14:49:46,2023-11-05 14:51:02,"NXS113U",,"LSAv8TestJul271308"
"C11442","Bedeck",,"Headmost",,1,"318924236",1,1971-05-29,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2012-12-07 15:46:18,2021-03-04 16:15:20,"NXS106U",,"LSAv8TestJul271308"
"C11445","Tansy",,"Potherbs",,1,"465077917",1,2011-03-03,1,,1,0,1,0,0,0,0,,,0,,,,,,,,,,,,,2012-12-10 06:23:22,2024-12-24 12:51:16,"NXS102U",,"LSAv8TestJul271308"
"C11448","Stuff",,"Painterliness",,1,"165416133",1,2012-07-31,1,,1,0,1,0,0,0,0,,,0,,,,,,,,,,,,,2012-12-10 06:24:16,2024-12-24 12:51:28,"NXS102U",,"LSAv8TestJul271308"
"C11451","Brilliance",,"Veil",,1,"288692246",1,1982-10-25,1,,0,0,0,0,0,0,1,,,1,,,,,,,,,,,,,2012-12-18 16:56:55,2020-04-07 10:13:41,"NXS113U",,"LSAv8TestJul271308"
"C11454","Victor",,"Import",,1,"888498111",1,1978-05-19,1,,0,0,0,1,0,1,0,,,1,,,,,,,,,,,,,2012-12-28 13:21:42,2021-01-17 07:04:48,"NXS113U",,"LSAv8TestJul271308"
"C11457","Boon",,"Double-Dye",,1,"221052525",1,2003-03-15,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2013-01-02 21:06:25,2026-07-04 15:45:15,"NXS116U",,"LSAv8TestJul271308"
"C11460","Nonesuch",,"Movement",,1,"197686811",1,1983-05-18,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2013-01-06 12:40:11,2026-06-08 13:50:37,"NXS106U",,"LSAv8TestJul271308"
"C11463","Orb",,"Higher-Up",,99,"281266730",99,2013-03-29,1,,0,0,1,0,0,0,1,,,99,,,,,,,,,,,,,2013-01-06 12:43:14,2013-01-06 12:43:14,"NXS106U",,"LSAv8TestJul271308"
"C11466","Accent",,"Diadem",,1,"305861833",1,2005-12-23,1,,0,0,0,1,0,0,1,,,0,,,,,,,,,,,,,2013-01-06 12:44:21,2026-06-08 13:49:51,"NXS106U",,"LSAv8TestJul271308"
"C11469","Construction",,"Fruity",,99,,99,2012-02-24,1,,0,0,1,0,0,0,1,,,99,,,,,,,,,,,,,2013-01-06 12:46:18,2013-01-06 12:46:18,"NXS106U",,"LSAv8TestJul271308"
"C11472","Herb",,"Oilcloth",,1,"257523508",1,1962-10-05,1,,0,0,0,0,1,1,0,,,0,,,,,,,,,,,,,2013-01-13 11:05:20,2023-09-15 15:49:38,"NXS113U",,"LSAv8TestJul271308"
"C11475","Bejewel",,"Scumble",,1,"495446508",1,1982-05-30,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2013-01-18 13:31:05,2023-02-02 13:21:54,"RRH141U",,"LSAv8TestJul271308"
"C11478","Paint",,"Klangfarbe",,1,"256453829",1,1955-08-18,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2013-01-18 19:33:49,2022-04-08 11:28:40,"NXS106U",,"LSAv8TestJul271308"
"C11481","Lace",,"Configuration",,99,"375446917",1,1968-06-09,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2013-01-28 14:26:21,2018-08-03 06:09:08,"NXS147U",,"LSAv8TestJul271308"
"C11484","Style",,"Lace",,1,"518858806",1,1982-07-21,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2013-02-20 21:16:02,2025-10-13 09:19:32,"NXS116U",,"LSAv8TestJul271308"
"C11487","Leguminous",,"Coloring",,1,"509707498",1,1981-10-08,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2013-03-09 09:18:21,2024-10-11 08:35:58,"NXS113U",,"LSAv8TestJul271308"
"C11490","Supernova",,"Stagnant",,99,"772251957",1,1997-06-29,1,,0,0,0,0,0,0,1,,,99,,,,,,,,,,,,,2013-03-13 14:10:18,2014-09-01 12:08:34,"NXS102U",,"LSAv8TestJul271308"
"C11493","Bejewel",,"Mensch",,99,"703327496",1,1968-05-24,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2013-03-29 17:56:52,2018-08-03 06:09:08,"NXS112U",,"LSAv8TestJul271308"
"C11496","Feather",,"Tabby",,99,"709295381",1,1966-10-17,99,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2013-04-09 20:25:26,2018-08-03 06:09:08,"NXS116U",,"LSAv8TestJul271308"
"C11499","Rayon",,"Vegetables",,1,"796611274",1,1968-09-14,1,,0,0,0,0,0,0,1,,,1,,,,,,,,,,,,,2013-05-02 11:17:20,2026-07-11 08:46:55,"NXS113U",,"LSAv8TestJul271308"
"C11502","Patch",,"Dominant",,99,"682808203",1,1961-11-16,1,,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,2013-05-10 11:04:43,2018-08-03 06:09:08,"HAV137U",,"LSAv8TestJul271308"
"C11505","Organdy",,"Variety",,1,"526760176",1,1976-02-02,99,,0,0,0,1,1,0,0,,,0,,,,,,,,,,,,,2013-05-10 11:15:58,2022-03-15 14:10:48,"NXS113U",,"LSAv8TestJul271308"
"C11508","Inimitable",,"Rhubarb",,99,"685072827",1,1984-05-20,1,,0,0,0,0,0,0,1,,,1,,,,,,,,,,,,,2013-05-15 11:48:17,2018-08-03 06:09:08,"NXS106U",,"LSAv8TestJul271308"
"C11511","Twist",,"Laissez-Aller",,1,"229215387",1,1992-09-14,1,,0,0,1,0,0,0,0,,,0,,,,,,,,,,,,,2013-05-24 14:58:34,2025-01-22 17:55:01,"NXS106U",,"LSAv8TestJul271308"
"C11514","Principal",,"Framework",,1,"699070838",1,1988-12-24,1,,0,0,1,0,0,0,0,,,0,,,,,,,,,,,,,2013-05-25 15:20:49,2025-08-07 12:50:39,"NXS113U",,"LSAv8TestJul271308"
"C11517","Cream",,"Subplot",,1,"493815070",1,1976-03-05,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2013-05-30 09:52:38,2020-12-27 12:42:39,"NXS106U",,"LSAv8TestJul271308"
"C11520","Timbre",,"Falsity",,99,"314572962",1,1990-01-16,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2013-06-06 10:46:25,2018-08-03 06:09:08,"NXS113U",,"LSAv8TestJul271308"
"C11523","Deck",,"Seeming",,99,"141070459",1,2001-10-15,1,,0,0,1,0,0,0,1,,,99,,,,,,,,,,,,,2013-06-20 08:43:30,2014-10-27 14:00:48,"NXS106U",,"LSAv8TestJul271308"
"C11526","Powder",,"Leguminose",,1,"723126174",1,1951-11-24,1,,0,0,1,0,0,0,0,,,0,,,,,,,,,,,,,2013-06-24 12:17:31,2022-05-13 14:03:07,"NXS106U",,"LSAv8TestJul271308"
"C11529","Scenarize",,"Stammel",,1,"721185546",1,1980-01-27,1,,0,0,0,1,0,0,1,,,0,,,,,,,,,,,,,2013-06-24 20:34:57,2023-11-25 21:16:45,"NXS111U",,"LSAv8TestJul271308"
"C11532","Biscuit",,"Lodestar",,1,"130597445",1,1980-10-01,1,,0,0,0,1,0,0,1,,,0,,,,,,,,,,,,,2013-06-24 21:21:09,2023-11-25 21:38:20,"NXS111U",,"LSAv8TestJul271308"
"C11535","Coronet",,"Embassy",,1,"261768099",1,1990-02-03,1,,0,0,1,0,0,0,0,,,0,,,,,,,,,,,,,2013-07-07 22:32:41,2019-07-06 09:19:43,"NXS113U",,"LSAv8TestJul271308"
"C11538","Damson",,"Censor",,1,"705605560",1,1976-07-14,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2013-07-13 08:37:04,2023-12-02 18:02:11,"NXS106U",,"LSAv8TestJul271308"
"C11541","Torch",,"Work",,1,"436601713",1,2010-12-14,1,,0,0,1,0,0,0,0,,,0,,,,,,,,,,,,,2013-07-14 12:08:50,2024-12-12 22:04:20,"RRH132U",,"LSAv8TestJul271308"
"C11544","Georgette",,"Myrtle",,1,"156602835",1,1975-06-28,99,,1,1,1,0,0,0,0,,,0,,,,,,,,,,,,,2013-07-14 16:11:34,2026-07-11 08:55:15,"NXS113U",,"LSAv8TestJul271308"
"C11547","Oriole",,"Shellac",,1,"190046011",1,1996-07-10,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2013-07-19 08:57:10,2025-11-22 13:31:40,"NXS106U",,"LSAv8TestJul271308"
"C11550","Web",,"Ephemeral",,1,"575017739",1,1993-02-14,1,,0,0,1,0,0,0,0,,,0,,,,,,,,,,,,,2013-07-27 12:53:56,2025-02-10 10:52:00,"NXS102U",,"LSAv8TestJul271308"
"C11553","Procrastinating",,"Plaid",,1,"172246182",1,1991-10-24,1,,0,0,0,1,0,0,1,,,0,,,,,,,,,,,,,2013-07-31 20:40:02,2024-09-23 13:10:42,"NXS111U",,"LSAv8TestJul271308"
"C11556","Linctus",,"Savory",,1,"519134133",1,1974-10-23,1,,1,1,0,0,0,1,0,,,0,,,,,,,,,,,,,2013-08-11 07:24:49,2020-10-12 07:45:32,"NXS113U",,"LSAv8TestJul271308"
"C11559","Cucumber",,"Turpentine",,1,"647024703",1,1978-08-28,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2013-08-12 14:53:06,2023-12-29 10:40:47,"NXS106U",,"LSAv8TestJul271308"
"C11562","Attitudinizing",,"Acetate",,1,"217377440",1,1989-12-12,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2013-09-06 07:52:52,2022-01-29 08:52:43,"NXS106U",,"LSAv8TestJul271308"
"C11565","Draft",,"Partridge",,1,"417908231",1,1975-06-19,1,,0,0,1,0,0,0,0,,,0,,,,,,,,,,,,,2013-09-15 07:48:12,2023-02-06 13:35:16,"NXS106U",,"LSAv8TestJul271308"
"C11568","Russet",,"Treasure",,99,"305212684",1,1975-12-05,1,,0,0,1,1,0,0,0,,,0,,,,,,,,,,,,,2013-09-23 14:40:13,2025-12-21 09:18:07,"NXS147U",,"LSAv8TestJul271308"
"C11571","Acting",,"Framework",,1,"566237878",1,1975-02-17,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2013-10-15 16:51:45,2026-07-11 10:59:35,"NXS113U",,"LSAv8TestJul271308"
"C11574","Vesper",,"Enlacement",,1,"542468347",1,1965-11-19,1,,0,0,1,0,0,0,0,,,0,,,,,,,,,,,,,2013-10-18 16:46:38,2024-07-21 07:00:03,"NBN105U",,"LSAv8TestJul271308"
"C11577","Prevailing",,"Creation",,1,"567909752",1,1978-02-11,1,,0,0,1,0,0,0,0,,,0,,,,,,,,,,,,,2013-10-19 19:45:59,2023-03-23 21:41:22,"RRH170U",,"LSAv8TestJul271308"
"C11580","Vegetational",,"Mensch",,1,"431419179",1,1977-04-03,1,,1,1,0,0,1,0,0,,,0,,,,,,,,,,,,,2013-11-17 10:56:58,2024-10-26 10:30:53,"NXS113U",,"LSAv8TestJul271308"
"C11583","Predominant",,"Caricature",,1,"823527502",1,1970-04-12,1,,1,0,1,0,0,0,0,,,0,,,,,,,,,,,,,2013-12-19 12:35:38,2022-11-15 15:53:05,"NXS113U",,"LSAv8TestJul271308"
"C11586","Wristlet",,"Radium",,1,"514107359",1,1970-02-15,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2013-12-24 21:19:07,2025-07-17 15:53:00,"NXS111U",,"LSAv8TestJul271308"
"C11589","Officinal",,"Hesper",,99,"670071636",1,1986-06-28,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2013-12-31 20:48:16,2018-08-03 06:09:08,"NXS116U",,"LSAv8TestJul271308"
"C11592","Indigo",,"Scheme",,1,"773619058",1,1992-11-26,1,,0,0,1,0,0,0,0,,,0,,,,,,,,,,,,,2014-01-05 10:30:46,2024-02-05 10:53:20,"NXS106U",,"LSAv8TestJul271308"
"C11595","Emote",,"Partridge",,1,"349957873",1,1994-06-13,1,,0,0,1,0,0,0,0,,,0,,,,,,,,,,,,,2014-01-20 08:53:55,2023-10-12 10:38:26,"NXS106U",,"LSAv8TestJul271308"
"C11598","Substance",,"Pigmentation",,1,"418992235",1,1983-12-18,1,,1,0,1,0,0,0,1,,,0,,,,,,,,,,,,,2014-01-25 19:28:16,2023-09-15 15:53:24,"NXS113U",,"LSAv8TestJul271308"
"C11601","Grape",,"Conferva",,1,"844068182",1,2005-12-03,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2014-02-09 10:42:19,2021-03-02 17:23:56,"TRN117U",,"LSAv8TestJul271308"
"C11604","Imposture",,"Overstress",,1,"274132535",1,1995-03-19,1,,0,0,1,0,0,0,0,,,0,,,,,,,,,,,,,2014-02-23 10:16:16,2025-02-21 14:15:38,"NXS106U",,"LSAv8TestJul271308"
"C11607","Dormant",,"Tangerine",,1,"420196473",1,1965-10-02,1,,1,0,1,1,0,0,0,,,0,,,,,,,,,,,,,2014-02-25 09:50:38,2020-12-05 10:05:43,"NXS113U",,"LSAv8TestJul271308"
"C11610","Mat",,"Gist",,1,"593136404",1,1977-02-05,1,,0,0,0,1,0,0,0,,,0,,,,,,,,,,,,,2014-03-08 14:20:47,2022-01-27 22:46:02,"NXS113U",,"LSAv8TestJul271308"
"C11613","Capital",,"Numb",,1,"659756703",1,1992-06-22,1,,0,0,1,0,0,0,0,,,0,,,,,,,,,,,,,2014-03-23 15:36:17,2025-10-02 08:49:11,"NXS106U",,"LSAv8TestJul271308"
"C11616","Horsehair",,"Wrack",,1,"877068439",1,1989-02-14,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2014-04-18 14:56:10,2023-12-30 16:52:20,"NXS106U",,"LSAv8TestJul271308"
"C11619","Botanic",,"Interknitting",,1,"381865741",1,1968-11-13,1,,1,0,1,0,1,0,0,,,0,,,,,,,,,,,,,2014-04-25 11:56:49,2025-11-15 08:21:56,"NXS113U",,"LSAv8TestJul271308"
"C11622","Delusion",,"Taupe",,1,"899941630",1,1990-06-26,1,,0,0,1,0,0,0,0,,,0,,,,,,,,,,,,,2014-05-11 16:29:09,2024-12-09 14:29:09,"NXS102U",,"LSAv8TestJul271308"
"C11625","Lines",,"Garter",,1,"477304826",1,2008-09-01,1,,0,0,1,0,0,0,0,,,0,,,,,,,,,,,,,2014-05-11 16:31:02,2024-12-09 14:28:45,"NXS102U",,"LSAv8TestJul271308"
"C11628","Mime",,"Woad",,1,,8,2015-06-28,1,,0,0,1,0,0,0,0,,,0,,,,,,,,,,,,,2014-05-12 10:13:15,2024-12-09 14:28:54,"NXS102U",,"LSAv8TestJul271308"
"C11631","Preen",,"Deanery",,1,"342951877",1,2015-05-22,1,,0,0,1,0,0,0,0,,,0,,,,,,,,,,,,,2014-05-12 10:21:46,2024-12-09 14:29:03,"NXS102U",,"LSAv8TestJul271308"
"C11634","Wan",,"Patterning",,99,"804649286",99,2015-01-11,1,,1,0,0,0,0,1,1,,,99,,,,,,,,,,,,,2014-05-18 11:21:47,2014-05-18 11:21:47,"NXS106U",,"LSAv8TestJul271308"
"C11637","Brushwork",,"House",,1,"572482436",1,1973-10-07,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2014-05-18 19:40:17,2021-08-13 11:48:33,"NXS113U",,"LSAv8TestJul271308"
"C11640","Emblazonment",,"Fucus",,1,"630856328",1,1991-04-09,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2014-05-20 14:04:13,2024-12-10 07:30:19,"NXS113U",,"LSAv8TestJul271308"
"C11643","Dahlia",,"Warpage",,99,"894168052",1,1976-11-16,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2014-06-01 10:09:27,2018-08-03 06:09:08,"NXS147U",,"LSAv8TestJul271308"
"C11646","Paralyzed",,"Inactive",,1,"738825785",1,1980-07-24,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2014-06-03 08:13:33,2026-01-04 08:15:02,"NXS109U",,"LSAv8TestJul271308"
"C11649","Tawny",,"Crown",,1,"617611206",1,2008-06-25,1,,0,0,0,1,0,0,1,,,0,,,,,,,,,,,,,2014-06-25 19:20:55,2023-11-25 20:55:52,"RRH143U",,"LSAv8TestJul271308"
"C11652","Inert",,"Floridity",,1,,8,2009-08-07,1,,0,0,0,1,0,0,1,,,0,,,,,,,,,,,,,2014-06-25 19:22:22,2025-10-05 07:23:19,"NXS111U",,"LSAv8TestJul271308"
"C11655","Undercoat",,"Glow",,1,"778481456",1,1966-08-25,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2014-06-29 09:13:49,2024-02-05 10:56:21,"NXS106U",,"LSAv8TestJul271308"
"C11658","Bijou",,"Beads",,1,"569575370",1,1975-09-26,1,,0,0,1,0,0,0,0,,,0,,,,,,,,,,,,,2014-06-30 14:06:09,2024-01-20 10:50:23,"NXS106U",,"LSAv8TestJul271308"
"C11661","Carmine",,"Baize",,1,"599274080",1,1975-01-26,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2014-07-11 13:04:13,2026-03-07 14:13:24,"NXS113U",,"LSAv8TestJul271308"
"C11664","Lady",,"Lady",,1,"254105013",1,1981-03-04,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2014-07-23 14:26:52,2024-05-12 08:32:22,"NXS113U",,"LSAv8TestJul271308"
"C11667","Patter",,"Face",,1,"688591297",1,1978-03-10,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2014-08-01 10:28:41,2020-09-01 06:38:16,"NXS113U",,"LSAv8TestJul271308"
"C11670","Grenadine",,"Prink",,1,"810910632",1,1987-04-06,1,,1,0,0,1,0,0,1,,,1,,,,,,,,,,,,,2014-08-17 09:40:05,2025-01-13 22:05:35,"NXS106U",,"LSAv8TestJul271308"
"C11673","Raisin",,"Trace",,1,"655379690",1,1991-09-08,1,,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,2014-08-24 10:37:36,2020-12-05 10:31:36,"NXS113U",,"LSAv8TestJul271308"
